Signal Name,P_fp,R_freq,I_suppress,Occurrences,Confidence,Score,Severity,Technique,Recommendation
Same Threat Detected on Multiple Hosts,0.0,0.0005902777777777778,1.297709923664122,51,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005902777777777778,1.297709923664122,51,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005902777777777778,1.297709923664122,51,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005902777777777778,1.297709923664122,51,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005902777777777778,1.297709923664122,51,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005902777777777778,1.297709923664122,51,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005902777777777778,1.297709923664122,51,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005902777777777778,1.297709923664122,51,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005902777777777778,1.297709923664122,51,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005902777777777778,1.297709923664122,51,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005902777777777778,1.297709923664122,51,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005902777777777778,1.297709923664122,51,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005902777777777778,1.297709923664122,51,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.0005787037037037037,1.2722646310432568,50,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
